STATIONNAME,RACKTOCNT,BIKETOCNT,SHARED_RATE,LATITUDE,LONGITUDE,STATIONID,UPDATETIME
419. 홈플러스 앞,21,6,29,37.56842041,126.89942932,ST-87,2023-01-13 11:15:09.581783
420. 서울시 공공자전거 상암센터,37,6,16,37.56624603,126.89617920,ST-85,2023-01-13 11:15:09.581783
421. 마포구청 앞,8,1,13,37.56574631,126.90186310,ST-82,2023-01-13 11:15:09.581783
422. 문화비축기지,9,6,67,37.56897736,126.89440155,ST-968,2023-01-13 11:15:09.581783
424. 롯데하이마트 (상암월드컵점),15,9,60,37.57361984,126.89804840,ST-990,2023-01-13 11:15:09.581783
425. DMC첨단산업센터,10,2,20,37.58450317,126.88559723,ST-991,2023-01-13 11:15:09.581783
426. 서울신용보증재단,10,29,290,37.54906082,126.95417786,ST-992,2023-01-13 11:15:09.581783
427. 성산시영아파트,10,20,200,37.56958389,126.90381622,ST-1397,2023-01-13 11:15:09.581783
428. 명보사거리,10,8,80,37.56439972,126.99143219,ST-1437,2023-01-13 11:15:09.581783
429. 송도병원,8,0,0,37.54988861,127.00734711,ST-1438,2023-01-13 11:15:09.581783
430. 장충동먹자골목 앞,6,2,33,37.56207275,127.00631714,ST-1439,2023-01-13 11:15:09.581783
431. 청계천 영도교,25,11,44,37.57101440,127.01974487,ST-1440,2023-01-13 11:15:09.581783
432. 마포중앙도서관,10,2,20,37.56333923,126.90820312,ST-1494,2023-01-13 11:15:09.581783
433. 을지로입구역 2번출구,12,1,8,37.56634521,126.98229218,ST-1668,2023-01-13 11:15:09.581783
434. 신당 래미안 버스정류장,10,11,110,37.56148911,127.02393341,ST-1669,2023-01-13 11:15:09.581783
435. SK 남산빌딩,10,2,20,37.55686188,126.97561646,ST-1670,2023-01-13 11:15:09.581783
436. 이대역 5번출구,10,0,0,37.55659103,126.94618988,ST-1675,2023-01-13 11:15:09.581783
437. 대흥역 1번출구,12,10,83,37.54846954,126.94092560,ST-1691,2023-01-13 11:15:09.581783
438. 성산2-1 공영주차장,15,13,87,37.56472015,126.90676880,ST-1692,2023-01-13 11:15:09.581783
440. 하늘공원 입구,15,12,80,37.57012177,126.88134766,ST-1754,2023-01-13 11:15:09.581783
441.염천교사거리,15,3,20,37.55989075,126.97149658,ST-1761,2023-01-13 11:15:09.581783
442.서울역 서부,13,6,46,37.55641556,126.96919250,ST-1768,2023-01-13 11:15:09.581783
443.호암아트홀,9,4,44,37.56211090,126.97071838,ST-1769,2023-01-13 11:15:09.581783
445.대한상공회의소,15,2,13,37.56015396,126.97410583,ST-1771,2023-01-13 11:15:09.581783
446. 상명대입구,13,0,0,37.60012817,126.95783234,ST-938,2023-01-13 11:15:09.581783
447. 신영동삼거리,6,0,0,37.60399246,126.96194458,ST-939,2023-01-13 11:15:09.581783
449. 일성아파트,10,4,40,37.60871887,126.97286224,ST-941,2023-01-13 11:15:09.581783
450. 효자동 삼거리,51,4,8,37.58360291,126.97254944,ST-978,2023-01-13 11:15:09.581783
451. 청와대앞길,8,8,100,37.58351517,126.97966766,ST-979,2023-01-13 11:15:09.581783
452. 동대문 종합시장 버스정류장,13,2,15,37.57123947,127.00440979,ST-1605,2023-01-13 11:15:09.581783
453. 종로오가 지하쇼핑센터 14번출구,10,18,180,37.57114029,127.00067139,ST-1606,2023-01-13 11:15:09.581783
454. 종로2가 버스정류장 (종각방향),13,4,31,37.57035828,126.98638153,ST-1607,2023-01-13 11:15:09.581783
455. 종로6가역 버스정류장(동대문 방향),8,7,88,37.57096100,127.00605774,ST-1608,2023-01-13 11:15:09.581783
456. 숭인2동 주민센터 입구,10,2,20,37.57447052,127.01982880,ST-1609,2023-01-13 11:15:09.581783
457. 종로꽃시장 입구 옆,10,12,120,37.57131958,127.00720978,ST-1610,2023-01-13 11:15:09.581783
458. 광화문역 5번출구,21,1,5,37.56989288,126.97756958,ST-1611,2023-01-13 11:15:09.581783
461. 서울지방경찰청,10,1,10,37.57436371,126.97236633,ST-1619,2023-01-13 11:15:09.581783
462. 신영동삼거리(북악터널방향),10,5,50,37.60351181,126.96206665,ST-1752,2023-01-13 11:15:09.581783
464. 삼청동 골목,10,3,30,37.58419037,126.98169708,ST-1756,2023-01-13 11:15:09.581783
465. 삼청공원 앞,5,5,100,37.58760452,126.98359680,ST-1759,2023-01-13 11:15:09.581783
466.롯데호텔,13,0,0,37.56584167,126.97981262,ST-1772,2023-01-13 11:15:09.581783
467.한국은행,11,12,109,37.56221390,126.98086548,ST-1773,2023-01-13 11:15:09.581783
468.웨스틴 조선호텔,10,2,20,37.56415939,126.97948456,ST-1774,2023-01-13 11:15:09.581783
469.회현역 1번출구,11,6,55,37.55923080,126.98014069,ST-1775,2023-01-13 11:15:09.581783
470.회현역 7번출구,13,0,0,37.55974579,126.98000336,ST-1776,2023-01-13 11:15:09.581783
471.회현사거리 남측,10,10,100,37.56035995,126.98265076,ST-1777,2023-01-13 11:15:09.581783
472.삼일교(시그니쳐 타워),12,1,8,37.56787109,126.98840332,ST-1778,2023-01-13 11:15:09.581783
473.을지로4가역 9번출구,20,17,85,37.56605148,126.99798584,ST-1779,2023-01-13 11:15:09.581783
474.동대문역사문화공원역 1번출구 뒤편,40,18,45,37.56629944,127.00849152,ST-1780,2023-01-13 11:15:09.581783
475.DDP 패션몰,21,36,171,37.56764984,127.01181030,ST-1781,2023-01-13 11:15:09.581783
476.광희문,10,7,70,37.56443024,127.00995636,ST-1782,2023-01-13 11:15:09.581783
477.앰배서더 호텔 주변,10,16,160,37.55928802,127.00268555,ST-1783,2023-01-13 11:15:09.581783
479.동대입구역 3번 출구,10,9,90,37.55937576,127.00602722,ST-1785,2023-01-13 11:15:09.581783
480.약수역 6번 출구,8,30,375,37.55432129,127.01070404,ST-1786,2023-01-13 11:15:09.581783
481.신당역 10번 출구,16,23,144,37.56703186,127.01579285,ST-1787,2023-01-13 11:15:09.581783
483.남산타운아파트 버스정류장,12,2,17,37.54758453,127.00643921,ST-1789,2023-01-13 11:15:09.581783
484.도동삼거리,12,0,0,37.55614853,126.97742462,ST-1790,2023-01-13 11:15:09.581783
485.서울역5번출구,10,1,10,37.55677032,126.97319794,ST-1791,2023-01-13 11:15:09.581783
486. 평창동주민센터 앞,5,3,60,37.60627365,126.96832275,ST-2019,2023-01-13 11:15:09.581783
487.신석초교앞 교차로 교통섬,15,22,147,37.54364014,126.93830872,ST-2146,2023-01-13 11:15:09.581783
488.푸르메병원,10,13,130,37.58456802,126.88021088,ST-2147,2023-01-13 11:15:09.581783
489.구룡근린공원,10,1,10,37.58320236,126.88276672,ST-2148,2023-01-13 11:15:09.581783
490.가온문화공원,23,1,4,37.58207703,126.88766479,ST-2149,2023-01-13 11:15:09.581783
491.월드컵파크 4단지,10,4,40,37.57597733,126.88806915,ST-2150,2023-01-13 11:15:09.581783
492.성산시영아파트 후문,10,30,300,37.57313538,126.90184784,ST-2151,2023-01-13 11:15:09.581783
493.홍대입구역 6번출구,7,14,200,37.55657578,126.92885590,ST-2152,2023-01-13 11:15:09.581783
494.신수동주민센터,5,0,0,37.54724503,126.93502808,ST-2153,2023-01-13 11:15:09.581783
495.염리초등학교 앞,10,19,190,37.54243088,126.94699860,ST-2154,2023-01-13 11:15:09.581783
497.합정동주민센터 앞,25,11,44,37.55175400,126.91230011,ST-2156,2023-01-13 11:15:09.581783
498.연남동주민센터 앞,10,26,260,37.56465149,126.92212677,ST-2157,2023-01-13 11:15:09.581783
500. 어린이대공원역 3번출구 앞,10,3,30,37.54706955,127.07427216,ST-97,2023-01-13 11:15:09.581783
501. 광진구의회 앞,30,5,17,37.53730774,127.07035065,ST-98,2023-01-13 11:15:09.581783
502. 뚝섬유원지역 1번출구 앞,33,12,36,37.53186035,127.06719208,ST-99,2023-01-13 11:15:09.581783
505. 자양사거리 광진아크로텔 앞,12,6,50,37.53701019,127.08224487,ST-102,2023-01-13 11:15:09.581783
506. 금호 어울림 아파트 앞,7,0,0,37.54906082,127.05779266,ST-103,2023-01-13 11:15:09.581783
508. 성수아카데미타워 앞,10,1,10,37.54516602,127.05751038,ST-105,2023-01-13 11:15:09.581783
509. 이마트 버스정류소 옆,25,0,0,37.53965378,127.05258942,ST-106,2023-01-13 11:15:09.581783
510. 서울숲 남문 버스정류소 옆,15,10,67,37.54122162,127.04380035,ST-107,2023-01-13 11:15:09.581783
511. 서울숲역 5번 출구 옆,16,3,19,37.54458237,127.04460907,ST-108,2023-01-13 11:15:09.581783
512. 뚝섬역 1번 출구 옆,15,0,0,37.54856110,127.04500580,ST-109,2023-01-13 11:15:09.581783
513. 뚝섬역 5번 출구 정류소 옆,13,0,0,37.54630661,127.04980469,ST-111,2023-01-13 11:15:09.581783
514. 성수사거리 버스정류장 앞,12,1,8,37.54257965,127.06330872,ST-112,2023-01-13 11:15:09.581783
515. 광양중학교 앞,15,4,27,37.53023529,127.08683014,ST-113,2023-01-13 11:15:09.581783
516. 광진메디칼 앞,10,9,90,37.54840469,127.06936646,ST-114,2023-01-13 11:15:09.581783
518. 청계천 박물관 앞,20,14,70,37.57152557,127.03535461,ST-234,2023-01-13 11:15:09.581783
519. 양지사거리,20,6,30,37.56699371,127.02991486,ST-235,2023-01-13 11:15:09.581783
520. 상왕십리역 4번 출구 앞,8,2,25,37.56385803,127.03031921,ST-236,2023-01-13 11:15:09.581783
521. 왕십리역 11번 출구 앞,14,13,93,37.56144714,127.03491974,ST-237,2023-01-13 11:15:09.581783
522. 금호역 1번출구 앞,9,3,33,37.54864120,127.01642609,ST-238,2023-01-13 11:15:09.581783
523. 옥수동성당 옆,7,1,14,37.54366302,127.01406097,ST-239,2023-01-13 11:15:09.581783
524. 래미안금호하이리버 아파트 102동 옆,10,1,10,37.55220032,127.02505493,ST-240,2023-01-13 11:15:09.581783
525. 한양대병원사거리,20,0,0,37.55805206,127.04035187,ST-241,2023-01-13 11:15:09.581783
526. 용답토속공원 앞,10,11,110,37.56351089,127.05672455,ST-242,2023-01-13 11:15:09.581783
529. 장한평역 8번 출구 앞,8,7,88,37.56137085,127.06365967,ST-243,2023-01-13 11:15:09.581783
530. 청계벽산아파트 앞,9,13,144,37.56874847,127.03040314,ST-244,2023-01-13 11:15:09.581783
533. 금남시장 교차로,7,18,257,37.54814911,127.02108765,ST-245,2023-01-13 11:15:09.581783
534. 금호사거리,10,9,90,37.54863358,127.02572632,ST-246,2023-01-13 11:15:09.581783
535. 응봉삼거리,11,0,0,37.55398560,127.03359222,ST-247,2023-01-13 11:15:09.581783
536. 행당역 2번출구 앞,8,10,125,37.55735016,127.02921295,ST-248,2023-01-13 11:15:09.581783
537. 한양대후문역 부근,10,0,0,37.56035614,127.04139709,ST-249,2023-01-13 11:15:09.581783
538. 답십리역 8번출구 앞,15,29,193,37.56764984,127.05115509,ST-250,2023-01-13 11:15:09.581783
539. 군자교교차로,10,6,60,37.55979538,127.07420349,ST-252,2023-01-13 11:15:09.581783
540. 군자역 7번출구 베스트샵 앞,8,7,88,37.55603027,127.07864380,ST-253,2023-01-13 11:15:09.581783
542. 강변역 4번출구 뒤,19,0,0,37.53546524,127.09448242,ST-254,2023-01-13 11:15:09.581783
543. 구의공원(테크노마트 앞),20,0,0,37.53596878,127.09467316,ST-255,2023-01-13 11:15:09.581783
544. 광남중학교,20,9,45,37.54072952,127.10290527,ST-256,2023-01-13 11:15:09.581783
546. 잠실대교북단 교차로,8,4,50,37.53247833,127.08509064,ST-257,2023-01-13 11:15:09.581783
548. 자양나들목,20,21,105,37.52976990,127.07485962,ST-258,2023-01-13 11:15:09.581783
549. 아차산역 3번출구,10,4,40,37.55122375,127.08970642,ST-259,2023-01-13 11:15:09.581783
550. 서울시설공단 앞,15,5,33,37.57164001,127.03565979,ST-251,2023-01-13 11:15:09.581783
551. 구의삼성쉐르빌 앞,13,11,85,37.54006195,127.09449768,ST-377,2023-01-13 11:15:09.581783
552. 대림아크로리버 앞,9,5,56,37.53657913,127.09297180,ST-378,2023-01-13 11:15:09.581783
553. 중곡 성원아파트 앞,19,12,63,37.57125473,127.07980347,ST-379,2023-01-13 11:15:09.581783
555. 구의3동주민센터,9,2,22,37.53784943,127.09217072,ST-381,2023-01-13 11:15:09.581783
556. 달맞이공원,14,0,0,37.54205322,127.02040100,ST-357,2023-01-13 11:15:09.581783
557. 도선동 주민센터 앞,10,28,280,37.56764221,127.02569580,ST-358,2023-01-13 11:15:09.581783
558. 성동광진 교육지원청 앞,20,8,40,37.56460571,127.03652191,ST-359,2023-01-13 11:15:09.581783
559. 왕십리역 4번 출구 건너편,13,7,54,37.56109619,127.03679657,ST-360,2023-01-13 11:15:09.581783
560. 비전교회 앞,8,18,225,37.55120468,127.06893158,ST-361,2023-01-13 11:15:09.581783
561. 서울숲역 2번출구 앞,10,1,10,37.54281616,127.04467010,ST-362,2023-01-13 11:15:09.581783
562. 군자지하보도 앞,10,8,80,37.55924606,127.07341003,ST-363,2023-01-13 11:15:09.581783
563. 성동세무서 건너편,10,4,40,37.54791260,127.06275177,ST-364,2023-01-13 11:15:09.581783
564. 금호역 3번출구,10,5,50,37.54792786,127.01557159,ST-365,2023-01-13 11:15:09.581783
565. 옥수역 3번출구,19,13,68,37.54136658,127.01776123,ST-366,2023-01-13 11:15:09.581783
567. 성수역 2번출구 앞,15,3,20,37.54459000,127.05708313,ST-368,2023-01-13 11:15:09.581783
568. 청계8가사거리 부근,14,21,150,37.57110214,127.02355957,ST-369,2023-01-13 11:15:09.581783
569. 응봉현대아파트 정류소,10,6,60,37.54958344,127.03024292,ST-370,2023-01-13 11:15:09.581783
571. 세종대학교 대양AI센터,20,5,25,37.55039597,127.07585907,ST-382,2023-01-13 11:15:09.581783
573. 구의문주차장 앞,10,12,120,37.54523087,127.08473206,ST-384,2023-01-13 11:15:09.581783
574. 아차산역4번출구,45,6,13,37.55184937,127.08898163,ST-385,2023-01-13 11:15:09.581783
575. 대원중고교 입구(대하빌딩),10,1,10,37.56429291,127.08693695,ST-386,2023-01-13 11:15:09.581783
576. 광나루역 3번 출구,10,4,40,37.54483032,127.10426331,ST-387,2023-01-13 11:15:09.581783
577. 광진청소년수련관,10,2,20,37.54654694,127.10613251,ST-388,2023-01-13 11:15:09.581783
578. 성동세무서 부근,8,2,25,37.54829025,127.06246185,ST-371,2023-01-13 11:15:09.581783
579. 마장역 4번출구,8,4,50,37.56520462,127.04184723,ST-372,2023-01-13 11:15:09.581783
582. 경일중학교 앞,10,11,110,37.54317856,127.04907990,ST-375,2023-01-13 11:15:09.581783
583. 청계천 생태교실 앞,20,36,180,37.56797028,127.04689026,ST-376,2023-01-13 11:15:09.581783
584. 광진광장 교통섬,20,21,105,37.54782867,127.07263184,ST-445,2023-01-13 11:15:09.581783
585. 성수2가1동 공영주차장 인근,9,5,56,37.53680801,127.05548859,ST-446,2023-01-13 11:15:09.581783
586. 마장동 주민센터,10,12,120,37.56594086,127.04539490,ST-447,2023-01-13 11:15:09.581783
587. 유니베라 앞,10,2,20,37.54541779,127.05264282,ST-482,2023-01-13 11:15:09.581783
588. 뚝섬 유원지역,20,14,70,37.53268814,127.06749725,ST-483,2023-01-13 11:15:09.581783
589. 성수역3번출구,8,0,0,37.54415894,127.05665588,ST-506,2023-01-13 11:15:09.581783
590. 건국대학교 (입학정보관),20,0,0,37.53989029,127.07336426,ST-972,2023-01-13 11:15:09.581783
591. 건국대학교 (행정관),5,1,20,37.54277802,127.07537079,ST-973,2023-01-13 11:15:09.581783
592. 건국대학교 학생회관,30,7,23,37.54191208,127.07763672,ST-974,2023-01-13 11:15:09.581783
593.자양중앙나들목,8,26,325,37.52858734,127.07787323,ST-980,2023-01-13 11:15:09.581783
594. 중랑물재생센터(서울새활용플라자),15,8,53,37.55836487,127.05690765,ST-967,2023-01-13 11:15:09.581783
600. 휘경2동 주민센터,10,6,60,37.58991241,127.06867981,ST-260,2023-01-13 11:15:09.581783
601. 용신동주민센터,10,3,30,37.57594681,127.03736115,ST-261,2023-01-13 11:15:09.581783
602. 장안동 사거리,10,45,450,37.57217407,127.07138824,ST-262,2023-01-13 11:15:09.581783
605. 신설동역8번출구,8,9,113,37.57419968,127.02649689,ST-265,2023-01-13 11:15:09.581783
606. 휘경공고앞,15,1,7,37.58462524,127.07028961,ST-266,2023-01-13 11:15:09.581783
607. 신이문역 2번출구,15,20,133,37.60271072,127.06786346,ST-267,2023-01-13 11:15:09.581783
608. 전농삼성아파트,10,11,110,37.58131027,127.05534363,ST-268,2023-01-13 11:15:09.581783
609. 제기2교,30,17,57,37.58774567,127.03738403,ST-269,2023-01-13 11:15:09.581783
610. 동대문중 교차로,10,16,160,37.57308578,127.05216217,ST-270,2023-01-13 11:15:09.581783
612. 시립동부병원 앞 사거리,20,35,175,37.57366562,127.03081512,ST-271,2023-01-13 11:15:09.581783
613. 신설동역 10번출구 앞,8,7,88,37.57527161,127.02346802,ST-272,2023-01-13 11:15:09.581783
614. 용두동 사거리,23,17,74,37.57768631,127.03101349,ST-273,2023-01-13 11:15:09.581783
615. 용두동 래미안허브리츠아파트 앞,25,27,108,37.57638168,127.03511047,ST-274,2023-01-13 11:15:09.581783
616. 서울시립대 앞,10,0,0,37.58256149,127.05436707,ST-275,2023-01-13 11:15:09.581783
617. 청솔우성아파트 앞,20,27,135,37.57420349,127.05769348,ST-276,2023-01-13 11:15:09.581783
621. 동대문중학교 옆,8,15,188,37.57489014,127.05353546,ST-389,2023-01-13 11:15:09.581783
622. 전농사거리 교통섬,15,18,120,37.57779312,127.05783081,ST-390,2023-01-13 11:15:09.581783
623. 서울시립대 정문 앞,25,5,20,37.58369827,127.05385590,ST-391,2023-01-13 11:15:09.581783
624. 전농동 동아아파트 앞,10,13,130,37.57418823,127.04589081,ST-392,2023-01-13 11:15:09.581783
626. 군자교 서측 녹지대,17,15,88,37.56115341,127.07096863,ST-394,2023-01-13 11:15:09.581783
627. 장안동삼거리 교통섬,10,9,90,37.57863235,127.07190704,ST-395,2023-01-13 11:15:09.581783
628. 휘봉고등학교 앞,15,16,107,37.58681488,127.06754303,ST-396,2023-01-13 11:15:09.581783
630. 동대문구 보건소,15,15,100,37.57485199,127.04030609,ST-397,2023-01-13 11:15:09.581783
631. 답십리역 1번출구,15,32,213,37.56818390,127.05127716,ST-398,2023-01-13 11:15:09.581783
633. 청량리 기업은행 앞,8,17,213,37.58040619,127.04482269,ST-400,2023-01-13 11:15:09.581783
634. 외국어대 정문 앞,24,14,58,37.59601974,127.05982971,ST-401,2023-01-13 11:15:09.581783
635. 시조사 앞,12,6,50,37.58751678,127.05277252,ST-402,2023-01-13 11:15:09.581783
636. 세종대왕기념관 교차로,9,3,33,37.59090042,127.04258728,ST-403,2023-01-13 11:15:09.581783
637. KAIST 경영대학 앞,10,2,20,37.59161377,127.04579163,ST-404,2023-01-13 11:15:09.581783
638. 서울시립대 정보기술관,10,17,170,37.58300781,127.06097412,ST-405,2023-01-13 11:15:09.581783
639. 서울시립대 후문,14,0,0,37.58519745,127.06095123,ST-406,2023-01-13 11:15:09.581783
640. 동대문경찰서 교차로,6,12,200,37.58255005,127.04460144,ST-407,2023-01-13 11:15:09.581783
641. 용두역 4번출구,10,3,30,37.57375336,127.03853607,ST-408,2023-01-13 11:15:09.581783
642. 신답역 사거리,9,9,100,37.57035446,127.04843140,ST-409,2023-01-13 11:15:09.581783
643. 동대문구민체육센터 (육교아래),10,19,190,37.56697083,127.07429504,ST-410,2023-01-13 11:15:09.581783
646. 장한평역 1번출구,10,0,0,37.56196594,127.06450653,ST-1298,2023-01-13 11:15:09.581783
647. 신이문역 1번출구,10,13,130,37.60279846,127.06726837,ST-1299,2023-01-13 11:15:09.581783
648. 장안동위더스빌옆,15,21,140,37.56669998,127.06242371,ST-1300,2023-01-13 11:15:09.581783
650. 중랑교사거리,20,3,15,37.59153366,127.06774139,ST-1302,2023-01-13 11:15:09.581783
652. 답십리 래미안엘파인아파트 입구,10,20,200,37.57653046,127.06594086,ST-1447,2023-01-13 11:15:09.581783
654. 전농동 텃골공원,10,18,180,37.57762146,127.05210876,ST-1449,2023-01-13 11:15:09.581783
656. 영휘원 교차로,10,15,150,37.58723831,127.04313660,ST-1628,2023-01-13 11:15:09.581783
657. 동대문롯데캐슬아파트 앞,13,8,62,37.57551956,127.04877472,ST-1629,2023-01-13 11:15:09.581783
659. 제기역1번출구,25,33,132,37.57835007,127.03338623,ST-1631,2023-01-13 11:15:09.581783
660. 동의보감타워,10,16,160,37.57799911,127.03762817,ST-1632,2023-01-13 11:15:09.581783
661. 경희대학교 청운관,15,6,40,37.59460068,127.05197144,ST-1625,2023-01-13 11:15:09.581783
663. 외대앞역 4번출구,10,3,30,37.59489059,127.06302643,ST-1671,2023-01-13 11:15:09.581783
664. 서울시립대 건설공학관,10,1,10,37.58412933,127.05793762,ST-1758,2023-01-13 11:15:09.581783
665.이문동 쌍용아파트 정문,11,11,100,37.59960556,127.06864166,ST-2265,2023-01-13 11:15:09.581783
666.이문대성유니드아파트 앞,20,9,45,37.60362244,127.07083130,ST-2266,2023-01-13 11:15:09.581783
667.청량차도 육교 밑,7,11,157,37.58659363,127.04699707,ST-2267,2023-01-13 11:15:09.581783
668.서울축산농협(장안지점),10,36,360,37.56799698,127.06877899,ST-2268,2023-01-13 11:15:09.581783
669.청계한신휴플러스앞 삼거리,10,11,110,37.57214737,127.04460907,ST-2269,2023-01-13 11:15:09.581783
